authid,pubid,author,pub_type,year,title,doi,classification,country,nature,lang,keywords,authors,author_position
142,1147,Rosane Leal da Silva,Trabalho em Evento,2011.0,Políticas públicas de prevenção à violência no ciberespaço: o caso do ciberbullying.,,Internacional,Brasil,Completo,Português,  novas tecnologias; internet; criança e adolescente; Ciberbullying; Direitos fundamentais,"RICHTER, D.; SILVA, R.L.;SILVA, ROSANE LEAL DA;ROSANE LEAL;SILVA, ROSANE;LEAL DA SILVA, ROSANE",Último
119,1150,Neli Fabiane Mombelli,Trabalho em Evento,2010.0,TV OVO - da prática da comunicação comunitária à constituição da cidadania. Um estudo de caso,,Nacional,Brasil,Completo,Português,  Comunicação Comunitária; Cidadania; Mobilização Social,"Zucolo, Rosana Cabral; MOMBELLI, N. F.;MOMBELLI, NELI; BORBA, M. S.",
140,1150,Rosana Cabral Zucolo,Trabalho em Evento,2010.0,TV OVO - da prática da comunicação comunitária à constituição da cidadania. Um estudo de caso,,Nacional,Brasil,Completo,Português,  comunicação comunitária; cidadania; mobilização social,"ZUCOLO, Rosana Cabral; MOMBELLI, N. F.; BORBA, M. S.",Primeiro
25,1151,Bianca Zimmermann dos Santos,Trabalho em Evento,2012.0,Hiperdontia e fusão na dentição mista: relato de caso clínico,,Regional,Brasil,Resumo,Português,,"ROSADO, R. B.; CABISTANI, F.; SANTOS, B. Z.; BLAYA, D.; MEZOMO, M. B.; BENTO, L. B.",
93,1151,Letícia Westphalen Bento,Trabalho em Evento,2012.0,Hiperdontia e Fusão na dentição Mista: Relato de Caso Clinico,,Regional,Brasil,Resumo,Português,,"ROSADO, R. B.; CABISTANI, F.; SANTOS, BZ; BLAYA, D.; MEZOMO, M. B.; BENTO, L. W.",Último
86,1152,Juliana Saibt Martins,Trabalho em Evento,2014.0,Efeitos de um protocolo de cinesioterapia durante o terceiro trimestre de gestação: um estudo de caso.,,Regional,Brasil,Completo,Português,,"SANTOS, L. F.; DAVILA, C.; MARTINS, J. S.; RAHMEIER, L.; FRIGO, L. F.; FILIPPIN, N. T.; NEDEL, S. S.",
118,1152,Nadiesca Taisa Filippin,Trabalho em Evento,2014.0,Efeitos de um protocolo de cinesioterapia durante o terceiro trimestre de gestação - estudo de caso,,Nacional,Brasil,Resumo,Português,,"SANTOS, L.; DAVILA, C. D.; PASIN, J. S. M.; RAHMEIER, L.; FRIGO, L. F.; FILIPPIN, N. T.; NEDEL, S. S.",
1,1154,Adriana Dall'Asta Pereira,Trabalho em Evento,2017.0,A importância da orientação para o cuidado com o catéter totalmente implantado em pacientes em uso de quimioterápicos,,Internacional,Portugal,Resumo Expandido,Português,  Auto-cuidado; Oncologia; Cateter totalmente Implantado,"SILVA, T. L.; FERREIRA, Carla Lizandra de Lima; SILVA, C. R. F.; SILVA, E.; PEREIRA, A. D.",Último
31,1154,Carla Lizandra de Lima Ferreira,Trabalho em Evento,2017.0,A Importância da orientação para o cuidado com o catéter totalmente implantado em pacientes em uso de quimioterápicos,,Internacional,Brasil,Resumo Expandido,Português,  cateter totalmente implantado; autocuidado; oncologia,"SILVA, T. L.; SILVA, C. R. F.; SILVA, E.; PEREIRA, A. D.; FERREIRA, CARLA LIZANDRA DE LIMA",Último
124,1155,Patrícia Gomes,Trabalho em Evento,2015.0,Feasibility of encapsulation dihydromyrecetin in cationic nanocapsules,,Internacional,França,Resumo,Inglês,,"DALCIN, A. J. F.; OURIQUE, A. F.; RAFFIN, R. P.; DOS SANTOS, R. C. V.; GOMES, P.;GOMES, PATRICIA;GOMES, PATRÍCIA",Último
129,1155,Renata Platcheck Raffin,Trabalho em Evento,2015.0,Feasibility of encapsulation dihydromyrecetin in cationic nanocapsules.,,Internacional,Brasil,Resumo,Inglês,,"DALCIN, ANA JÚLIA FIGUEIRÓ; OURIQUE, A. F.; RAFFIN, RENATA PLATCHEK; SANTOS, R. C. V.; GOMES, PATRICIA",
53,1156,Eleni Bisognin,Capítulo de Livro Publicado,2013.0,Explorando o Conceito de Sequência de Cauchy por Meio da Construção do Triângulo de Sierpinski,,,Brasil,,Português,  Matemática no Ensino Superior; Sequência de Cauchy; Triângulo de Sierpinski,"BISOGNIN, E.;BISOGNIN, ELENI; BISOGNIN, Vanilde",Primeiro
162,1156,Vanilde Bisognin,Capítulo de Livro Publicado,2013.0,Explorando o conceito de sequência de Cauchy por meio da construção do triângulo de Sierpinski,,,Brasil,,Português,  Educação Matemática; Ensino Superior; Formação de professores,"BISOGNIN, E.; BISOGNIN, V.",Último
35,1157,Clandio Timm Marques,Trabalho em Evento,2017.0,Causas mais frequentes relacionadas à paralisia cerebral infantil: Resultados parciais,,Nao Informado,Brasil,Resumo,Português,,"GUERREIRO, G. G.; GOMES, A. F.; PEREIRA, C. M.; MARQUES, C. T.; MARTINS, J. S.; BENTO, L. W.",
86,1157,Juliana Saibt Martins,Trabalho em Evento,2017.0,Causas mais frequentes relacionadas à paralisia cerebral: resultados parciais,,Regional,Brasil,Resumo,Bretão,,"GUERREIRO, G. G.; GOMES, A. F.; MALTA, C. P.; MARQUES, C. T.; MARTINS, J. S.; BENTO, L. W.",
45,1158,Daniela Richter,Trabalho em Evento,2008.0,"A necessidade de investimentos em políticas públicas no combate as causas da pobreza e da exclusão, como meio de inclusão social",,Internacional,Brasil,Completo,Português,,"RICHTER, Daniela; TERRA, Rosane Barcellos",Primeiro
141,1158,Rosane Beatris Mariano da Rocha Barcellos Terra,Trabalho em Evento,2008.0,"A necessidade de investimentos em políticas públicas no combate as causas da pobreza e da exclusão, como meio de inclusão social",,Internacional,Brasil,Resumo,Português,,"TERRA, Rosane Beatris Mariano da Rocha Barcellos; RICHTER, Daniela",Primeiro
54,1159,Eliane Aparecida Galvão dos Santos,Artigo Publicado,2019.0,"A Caverna, de José Saramago: o impacto da globalização no mundo do trabalho e na educação",,,,Completo,Português,,"GALVÃO, ELIANE APARECIDA; WOUTERS, J. A. D.; LOCATELI, J. H. P.; CARLESSO, J. P. P.",Primeiro
77,1159,Janaína Pereira Pretto Carlesso,Artigo Publicado,2019.0,"A Caverna, de José Saramago: o impacto da globalização no mundo do trabalho e na educação",,,,Completo,Português,,"WOUTERS, J. A. D.; LOCATELLI, J. H. P.; SANTOS, E. A. G.; CARLESSO PRETTO, J. P.",Último
106,1162,Mara Regina Caino Teixeira Marchiori,Artigo Publicado,2017.0,REDE CEGONHA E O PROTAGONISMO AO GESTAR: UMA REVISÃO NARRATIVA DA LITERATURA,,,,Completo,Português,,"SANTOS, A. L. M.; Santini, Alesandra Marin; SUBUTZKI, L. S.; BERLATO, L. P.; MARCHIORI,Mara Teixeira; Souza, Martha Teixeira",
111,1162,Martha Helena Teixeira de Souza,Artigo Publicado,2017.0,REDE CEGONHA E O PROTAGONISMO AO GESTAR: UMA REVISÃO NARRATIVA DA LITERATURA,,,,Completo,Português,,"Santos, Amalia Lucia Marchry; Santini, Alessandra Marin; Subutzki, Larissa Spies; Berlato, Luciane Pereira; MARCHIORI, M. R. C. T.; SOUZA, M. H. T.",Último
33,1164,Carlos Eduardo Cava,Capítulo de Livro Publicado,2012.0,Solar Cells and Devices: The Nanomaterials Research for Renewable Energy,,,Brasil,,Português,  Célula Solar; Nanotecnologia,"CAVA, C. E.; MACEDO, A. G.; YAMAMOTO, N. A. D.; CANESTRARO, C. C.; ROMAN, L. S.",Primeiro
101,1164,Lucimara Stolz Roman,Capítulo de Livro Publicado,2012.0,Solar Cells and Devices: The Nanomaterials Research for renewable energy,,,Brasil,,Inglês,,"CAVA, C. E.; Macedo, Andreia G.; YAMAMOTO, N. A. D.; Canestraro, Carla D.; Roman, Lucimara S.",Último
1,1168,Adriana Dall'Asta Pereira,Livro Publicado ou Organizado ,2009.0,A História do Curso de Enfermagem do Centro Universitário Franciscano,,,Brasil,Coletânea,Português,,"PEREIRA, A. D.; COSTENARO, Regina Gema Santini; FERREIRA, Carla Lizandra de Lima",Primeiro
120,1168,Nilsa Teresinha Reichert Barin,Outra Produção Bibliográfica,2009.0,A história do curso de enfermagem do Centro Universitário Franciscano,,,Brasil,,Português,,"BARIN, N. T. R.",Primeiro
86,1171,Juliana Saibt Martins,Trabalho em Evento,2015.0,A experiência de cuidar de um filho(a) com paralisia cerebral.,,Local,Brasil,Resumo,Português,,"WEBER, A. S.; ABAID, J. L. W.; MARTINS, J. S.; SMEHA, L. N.",
98,1171,Luciane Najar Smeha,Trabalho em Evento,2015.0,A experiência de cuidar de um filho(a) com Paralisia Cerebral,,Regional,Brasil,Resumo Expandido,Português,  deficiência; maternidade; Paralisia Cerebral,"WEBER, A. S.; ABAID, J. L. W.; MARTINS, J. S.; SMEHA, L. N.;SMEHA, LUCIANE NAJAR",Último
86,1172,Juliana Saibt Martins,Trabalho em Evento,2015.0,Panorama da inclusão social de indivíduos com paralisia cerebral.,,Regional,Brasil,Completo,Português,,"FONTOURA, N. M.; SMEHA, L. N.; MARTINS, J. S.",Último
98,1172,Luciane Najar Smeha,Trabalho em Evento,2015.0,Panorama da inclusão social de indivíduos com Paralisia Cerebral,,Nacional,Brasil,Completo,Português,,"FONTOURA, N.; SMEHA, L. N.;SMEHA, LUCIANE NAJAR; MARTINS, J. S.",
83,1173,Josiane Lieberknecht Wathier Abaid,Trabalho em Evento,2014.0,A experiência da maternidade diante de um filho(a) com Paralisia Cerebral.,,Local,Brasil,Resumo Expandido,Português,,"Diacoyannis, N. C.; ABAID, Josiane Lieberkencht Wathier; SMEHA, L. N.",
98,1173,Luciane Najar Smeha,Trabalho em Evento,2014.0,A experiência da maternidade diante de um filho(a )com Paralisia Cerebral,,Nacional,Brasil,Resumo,Português,  maternidade; Paralisia Cerebral,"WEBER, A. S.; SMEHA, L. N.;SMEHA, LUCIANE NAJAR",Último
83,1174,Josiane Lieberknecht Wathier Abaid,Trabalho em Evento,2015.0,A inclusão escolar de crianças com Paralisia Cerebral a partir da perspectiva materna,,Internacional,Brasil,Completo,Português,,"MICHAELSEN, T. S.; SMEHA, L. N.; ABAID, Josiane Lieberkencht Wathier",Último
98,1174,Luciane Najar Smeha,Trabalho em Evento,2015.0,A inclusão escolar de crianças com Paralisia Cerebral a partir da perspectiva materna,,Internacional,Brasil,Completo,Português,,"MICHAELSEN, T. S.; ABAID, J. L. W.; SMEHA, L. N.;SMEHA, LUCIANE NAJAR",Último
83,1175,Josiane Lieberknecht Wathier Abaid,Trabalho em Evento,2013.0,Estudo de revisão sistemática: As vivências da maternidade em mulheres que são mães de filho com paralisia cerebral,,Local,Brasil,Completo,Português,  Cuidado; depressão; maternidade; paralisia cerebral; suporte familiar,"SANTOS, A. G. dos; SOARES, P. S.; SMEHA, L. N.; ABAID, Josiane Lieberkencht Wathier",Último
98,1175,Luciane Najar Smeha,Trabalho em Evento,2013.0,Estudo de revisão sistemática: as vivências da maternidade em mulheres que são mães de filho com Paralisia Cerebral,,Regional,Brasil,Completo,Português,,"SANTOS, A. G.; SOARES, P. S.; ABAID, J. L. W.; SMEHA, L. N.;SMEHA, LUCIANE NAJAR",Último
86,1176,Juliana Saibt Martins,Artigo Publicado,2015.0,Função motora grossa de indivíduos com paralisia cerebral: implicações para a inclusão social,,,,Completo,Português,,"DALMOLIN, R.; SMEHA, L. N.; MARTINS, J. S.",Último
98,1176,Luciane Najar Smeha,Artigo Publicado,2015.0,Função Motora Grossa de Indivíduos com Paralisia Cerebral: implicações para a inclusão social,,,,Completo,Português,  inclusão escolar; educação especial; Paralisia Cerebral,"DALMOLIN, R.; SMEHA, L. N.;SMEHA, LUCIANE NAJAR; MARTINS, J. S.",
86,1177,Juliana Saibt Martins,Trabalho em Evento,2014.0,Função motora grossa de sujeitos com paralisia cerebral: implicações na inclusão social,,Internacional,Brasil,Resumo,Português,,"MARTINS, J. S.; DALMOLIN, R.; SMEHA, L. N.; FILIPPIN, N. T.; NEDEL, S. S.",Primeiro
118,1177,Nadiesca Taisa Filippin,Trabalho em Evento,2014.0,FUNÇÃO MOTORA GROSSA DE SUJEITOS COM PARALISIA CEREBRAL: IMPLICAÇÕES NA INCLUSÃO SOCIAL,,Nacional,Brasil,Resumo,Português,,"PASIN, J. S. M.; DALMOLIN, R.; SMEHA, L. N.; FILIPPIN, N. T.; NEDEL, S. S.",
1,1179,Adriana Dall'Asta Pereira,Trabalho em Evento,2009.0,Conhecendo as Vantagens e Desvantagens do Parto Normal e Cesareana,,Nacional,Brasil,Resumo,Português,,"OSTO, L. F. D.; PEREIRA, A. D.; FERREIRA, Carla Lizandra de Lima",
31,1179,Carla Lizandra de Lima Ferreira,Trabalho em Evento,2009.0,Conhecendo as vantagens e desvantagens do parto normal e cesareana,,Nacional,Brasil,Resumo Expandido,Português,  parto normal; parto cesareo; vantagens; desvantagens,"DAL OSTO, Leciane Fighera; PEREIRA, Adriana Dall'asta; FERREIRA, CARLA LIZANDRA DE LIMA",Último
124,1181,Patrícia Gomes,Trabalho em Evento,2013.0,Development and characterization mangiferin nanocapsules,,Internacional,Cuba,Resumo,Inglês,,"MOURA, J. U.; BARBOSA, G. M.; GENRO, C.; SEIBEL, D. R.; GOMES, P.;GOMES, PATRICIA;GOMES, PATRÍCIA; RAFFIN, R. P.",
129,1181,Renata Platcheck Raffin,Trabalho em Evento,2013.0,Development and characterization mangiferin nanocapsules.,,Internacional,Brasil,Resumo,Inglês,,"BARBOSA, G. M.; MOURA, J. U.; GENRO, C.; SEIBEL, D.; GOMES, PATRICIA; RAFFIN, RENATA PLATCHEK",Último
18,1183,Andre Santarosa Ferlauto,Artigo Publicado,2009.0,On the growth and electrical characterization of CuO nanowires by thermal oxidation,10.1063/1.3187833,,,Completo,Inglês,,"Gonc?alves, A. M. B.; Campos, L. C.; FERLAUTO, A. S.; Lacerda, R. G.",
136,1183,Rodrigo Gribel Lacerda,Artigo Publicado,2009.0,On the growth and electrical characterization of CuO nanowires by thermal oxidation,10.1063/1.3187833,,,Completo,Inglês,,"Gonc?alves, A. M. B.; CAMPOS, L. C.; Ferlauto, A. S.; LACERDA, R. G.;Lacerda, R. G.;Lacerda, Rodrigo G.;Lacerda, Rodrigo Gribel;Lacerda, R G;Lacerda, R.G.",Último
124,1184,Patrícia Gomes,Artigo Publicado,2016.0,Development and Physicochemical Characterization of Desonide-Loaded Nanocapsule Suspensions,10.1155/2016/7395896,,,Completo,Inglês,,"ANTONOW, M. B.; LORENZONI, R.; BARBOSA, G. M.; OURIQUE, A. F.; GOMES, P.; RAFFIN, R. P.",
129,1184,Renata Platcheck Raffin,Artigo Publicado,2016.0,Development and Physicochemical Characterization of Desonide-Loaded Nanocapsule Suspensions,10.1155/2016/7395896,,,Completo,Inglês,,"ANTONOW, M. B.; Lorenzoni, R.; BARBOSA, G. M.; OURIQUE, A. F.; Gomes, P.; RAFFIN, R. P.",Último
86,1185,Juliana Saibt Martins,Trabalho em Evento,2017.0,Recursos fisioterapêuticos utilizados no tratamento da doença de Charcot-Marie-Tooth: uma revisão integrativa,,Regional,Brasil,Completo,Bretão,,"ROQUE, I. G.; ZENZEN, K. R. R.; SILVA, L. S.; ROCHA, L. G.; NEDEL, S. S.; FILIPPIN, N. T.; MARTINS, J. S.; MARTINS, T. N. O.",
118,1185,Nadiesca Taisa Filippin,Trabalho em Evento,2017.0,Recursos fisioterapêuticos utilizados no tratamento da doença de Charcot-Marie-Tooth: uma revisão integrativa,,Nacional,Brasil,Completo,Bretão,,"ROQUE, I. G.; ZENZEN, K. R. R.; SILVA, L. S.; ROCHA, L.G.; NEDEL, S. S.; FILIPPIN, N. T.; MARTINS, J. S.; MARTINS, T. N. O.",
55,1186,Elmo Salomão Alves,Artigo Publicado,2010.0,Hysteresis in the resistance of a graphene device induced by charge modulation in the substrate,10.1063/1.3473815,,,Completo,Inglês,,"Brant, J. C.; Leon, J.; Barbosa, T. C.; Araujo, E. N. D.; Archanjo, B. S.; Plentz, F.; Alves, E. S.",Último
62,1186,Flavio Orlando Plentz Filho,Artigo Publicado,2010.0,Hysteresis in the resistance of a graphene device induced by charge modulation in the substrate,10.1063/1.3473815,,,Completo,Inglês,,"BRANT, J. C.; Leon, J.; Barbosa, T. C.; Araujo, E. N. D.; Archanjo, B. S.; PLENTZ, F.; Alves, E. S.; Plentz, F.",Último
100,1187,Luciano de Moura Guimarães,Artigo Publicado,2012.0,Charge-Transfer Mechanism in Graphene-Enhanced Raman Scattering,10.1021/jp3088447,,,Completo,Inglês,,"LING, XI; L. G. Moura;Moura, L. G.;Luciano G. Moura;Moura, L.;Moura, Luciano G.;DE MOURA GUIMARÃES, LUCIANO; Pimenta, Marcos A.; ZHANG, JIN",
108,1187,Marcos Assuncao Pimenta,Artigo Publicado,2012.0,Charge-Transfer Mechanism in Graphene-Enhanced Raman Scattering,10.1021/jp3088447,,,Completo,Inglês,,"LING, XI; Moura, L. G.; Pimenta, Marcos A.; ZHANG, JIN",
18,1189,Andre Santarosa Ferlauto,Artigo Publicado,2014.0,Graphene chemical vapor deposition at very low pressure: The impact of substrate surface self-diffusion in domain shape,10.1063/1.4893696,,,Completo,Inglês,,"CUNHA, T. H. R.; EK-WEIS, J.; Lacerda, R. G.; FERLAUTO, A. S.",Último
136,1189,Rodrigo Gribel Lacerda,Artigo Publicado,2014.0,Graphene chemical vapor deposition at very low pressure: The impact of substrate surface self-diffusion in domain shape,10.1063/1.4893696,,,Completo,Inglês,,"CUNHA, T. H. R.; EK-WEIS, J.; Lacerda, R. G.; Ferlauto, A. S.",
85,1190,Juliana Fleck,Artigo Publicado,2010.0,Efeito do consumo de chimarrão na diurese de mulheres jovens,,,,Completo,Português,,"Gonzatti, C. S.; FLECK, J.; Mussói, T. D.",
158,1190,Thiago Durand Mussoi,Artigo Publicado,2010.0,Efeito do consumo de chimarrão na diurese de mulheres jovens.,,,,Completo,Português,  erva mate; ilex paraguariensis; chimarrão; equilíbrio hidroeletrolítico,"GONZATTI, C. S.; MUSSOI, T. D.; FLECK, Juliana",
89,1191,Karen Mello de Mattos Margutti,Capítulo de Livro Publicado,2017.0,Nutrição nos ciclos da vida,,,Brasil,,Português,  nutrição; ciclos de vida,"BENEDETTI, Franceliane Jobim; BLASI, Teresa Cristina; MARGUTTI, Karen Mello M.; MUSSOI, T. D.",
156,1191,Tereza Cristina Blasi,Capítulo de Livro Publicado,2017.0,NUTRIÇÃO NOS CICLOS DE VIDA,,,Brasil,,Português,,"BENEDETTI, F. J.; BLASI, T. C.; MATTOS, Karen Mello de; MUSSOI, Tiago Durand",
45,1192,Daniela Richter,Trabalho em Evento,2007.0,O uso da democracia participativa como meio de fortalecimento da cidadania frente à crise do Estado,,Nacional,Brasil,Resumo,Português,,"RICHTER, Daniela; CASSOL, Sabrina; TERRA, Rosane Beatris Mariano da Rocha Barcellos; TERRA, Rosane Barcellos",Primeiro
141,1192,Rosane Beatris Mariano da Rocha Barcellos Terra,Trabalho em Evento,2007.0,O uso da democracia participativa como meio de fortalecimento da cidadania frente à crise do Estado,,Nacional,Brasil,Completo,Português,  democracia procedimental; fortalecimento da cidadania; crise do Estado,"TERRA, Rosane Beatris Mariano da Rocha Barcellos; RICHTER, Daniela; CASSOL, Sabrina",Primeiro
17,1193,Ana Paula Canal,Trabalho em Evento,2008.0,Implementação de um Controle de Estoque de Medicamentos Informatizado nas UBS e PSF da Cidade de Santa Maria e Treinamento de Pessoal,,Local,Brasil,Resumo,Português,,"MAGNI, J. A.; LIMBERGER, J. B.; MARIN, A.; CANAL, A. P.; BERNARDI, Giliane; CASSAL, M. L.; TURCHETTI, R. C.",
78,1193,Jane Beatriz Limberger,Trabalho em Evento,2008.0,Implementação de um controle de estoque de medicamentos informatizado nas UBS e PSF da cidade de Santa Maria e treinamento de pessoal.,,Regional,Brasil,Resumo,Português,  gestão de estoques; assistência farmacêutica,"MAGNI, Joceléia; LIMBERGER, J. B.;LIMBERGER, JANE BEATRIZ; MARIN, A.; CANAL, A. P.; BERNARDI, G.; CASSAL, M. L.; TURCHCETTI, R. C.",
122,1194,Noemi Boer,Artigo Publicado,2016.0,"Temas controversos em ciência, tecnologia e sociedade: formação e competência docente",,,,Completo,Português,  questões sociocientíficas; questões socioambientais; competência docente,"VESTENA, R. F.; BOER, N.; SCHERER, N. M. B.",
143,1194,Rosemar de Fátima Vestena,Artigo Publicado,2016.0,"Temas controversos em ciência, tecnologia e sociedade: formação e competência docente",,,,Completo,Português,,"VESTENA, R. F.;VESTENA, ROSEMAR DE FÁTIMA; BOER, Noemi; SCHERER, N. M. B.",Primeiro
122,1195,Noemi Boer,Artigo Publicado,2012.0,Ensino de Ciências e Cinema: contribuições do filme Rio,,,,Completo,Português,  Filme Infantil; ensino de ciências; Tráfico de animais,"BOER, N.;BOER, NOEMI; VESTENA, R. F.; SOARES, S. M.",Primeiro
143,1195,Rosemar de Fátima Vestena,Artigo Publicado,2012.0,Ensino de Ciências e Cinema: contribuições do filme Rio,,,,Completo,Português,  Ciências; Educação,"BOER, N.; VESTENA, R. F.;VESTENA, ROSEMAR DE FÁTIMA; SOARES, S. M",
88,1196,Juliane Marschall Morgenstern,Artigo Publicado,2017.0,As ciências da natureza na educação infantil a partir de uma proposta de estágio supervisionado,,,,Completo,Português,  Formação docente; Ensino de Ciências; Alfabetização científica,"VESTENA, R. F.; PRETTO, V.; MORGENSTERN, J. M.",Último
143,1196,Rosemar de Fátima Vestena,Artigo Publicado,2017.0,As Ciências da Natureza na Educação Infantil a partir de uma Proposta de Estágio Supervisionado,,,,Completo,Português,  Formação Docente; Ensino de Ciências; Alfabetização Científica,"VESTENA, R. F.;VESTENA, ROSEMAR DE FÁTIMA; PRETTO, V.; MORGENSTERN, J. M.",Primeiro
78,1198,Jane Beatriz Limberger,Trabalho em Evento,2007.0,CONTROLE DE QUALIDADE DE MEDICAMENTOS SIMILARES CONTENDO CIMETIDINA,,Nao Informado,Brasil,Resumo,Português,,"LAPORTA, Luciane; FRIEDRICH, M.; SANTOS, Marcos Roberto dos; MACHADO, J.; MANFIO, M. L.; LIMBERGER, J. B.;LIMBERGER, JANE BEATRIZ",Último
99,1198,Luciane Varini Laporta,Trabalho em Evento,2007.0,Controle de Qualidade de medicamentos similares contendo cimetidina,,Local,Brasil,Resumo,Português,,"MACHADO, J.; LAPORTA, L. V.; SANTOS, M. R.; FRIEDRICH, M.; LIMBERGER, J.; MANFIO, M. L.",
78,1202,Jane Beatriz Limberger,Trabalho em Evento,2011.0,Incidência e prevalência de interações medicamentosas de classe D em pacientes hospitalizados,,Regional,Brasil,Completo,Português,,"LIMBERGER, J. B.;LIMBERGER, JANE BEATRIZ; BERTAGNOLLI, S. M. M.; SILVA, L. S.; WELTER, M.; DORNELLES, M. C.; NAISINGER, Z. B.",Primeiro
151,1202,Silvana Maria Michelin Bertagnolli,Trabalho em Evento,2011.0,Incidência e Prevalência de interações medicamentosas de classe D em pacientes hospitalizados,,Local,Brasil,Resumo Expandido,Português,,"BERTAGNOLLI, S. M. M.;BERTAGNOLLI, SILVANA MARIA MICHELIN; Jane Limberger",Primeiro
59,1206,Fernanda Pires Jaeger,Trabalho em Evento,2016.0,Um olhar clínico e humanizado a saúde do consumidor superendividado,,Nacional,Brasil,Completo,Português,,"REIS, A.; JAEGER, F. P.; NOGUEIRA, V. T.",
165,1206,Vitor Hugo do Amaral Ferreira,Artigo Publicado,2016.0,Um olhar clínico e humanizado da saúde do consumidor superendividado,,,,Completo,Português,  Sociedade de Consumo; Direito do Consumidor; Superendividamento; Princípio da Dignidade Humana,"FERREIRA, V. H. A.; KAEFER, C. O.; JAEGER, F.; REIS, A.",Primeiro
70,1208,Guilherme Chagas Kurtz,Trabalho em Evento,2016.0,PLATAFORMA DE CLOUD COMPUTING PARA DISPONIBILIZAÇÃO DE UM SISTEMA ONLINE POR MEIO DO MODELO SAAS,,Nacional,Brasil,Completo,Português,,"SANTOS, R. E.; SILVA, R. F.; VIEIRA, S. A. G.; KURTZ, G. C.; ZAMBERLAN, A. O.",
132,1208,Ricardo Frohlich da Silva,Trabalho em Evento,2016.0,PLATAFORMA DE CLOUD COMPUTING PARA DISPONIBILIZAÇÃO DE UM SISTEMA ONLINE POR MEIO DO MODELO SAAS,,Nacional,Brasil,Completo,Português,,"SANTOS, R. E.B; SILVA, R. F.;DA SILVA, RICARDO FROHLICH; Vieira, S. A. G.; KURTZ, G. C.",
63,1209,Galileo Adeli Buriol,Artigo Publicado,2015.0,"Impacto do uso e cobertura do solo no deflúvio do rio Conceição, RS",,,,Completo,Português,  Recursos hídricos; hidrologia; escoamento superficial,"BERNARDI, E. C. S.; RIGHES, A. A.; BURIOL, GA.",Último
2,1209,Afranio Almir Righes,Artigo Publicado,2016.0,Impacto do uso e cobertura do solo no deflúvio do rio Conceição -RS,,,,Completo,Português,,"BERNARDI, Ewerthon C.S.; RIGHES, Afranio Almir; BURIOL, Galileo Aledi",
2,1210,Afranio Almir Righes,Artigo Publicado,2010.0,Influência de diferentes coberturas na temperatura do solo,,,,Completo,Português,  Agrometeorologia; Sistemas de manejo; aquecimento do solo,"CADEMATORI, R. T. O.; BURIOL, Galileo Aledi; RIGHES, Afranio Almir;RIGHES, AFRANIO ALMIR",Último
63,1210,Galileo Adeli Buriol,Artigo Publicado,2010.0,Influência de diferentes coberturas na temperatura do solo,,,,Completo,Português,,"Oliveira, R. T. de; BURIOL, G. A.; RIGHES, A. A.",
53,1211,Eleni Bisognin,Trabalho em Evento,2004.0,Modelagem Matemática no Ensino Superior: O Modelo da Concentração Plasmática de Cocaína no organismo,,Regional,Brasil,Completo,Português,  Ensino e aprendizagem de matemática; Modelagem Matemática,"BISOGNIN, E.;BISOGNIN, ELENI; BISOGNIN, Vanilde; RAYS, Oswaldo Alonso",Primeiro
162,1211,Vanilde Bisognin,Trabalho em Evento,2004.0,Modelagem Matemática no Ensino Superior: O Modelo da Concentração Plasmática de Cocaína no Organismo.,,Nacional,Brasil,Completo,Português,  Modelagem matemática; Ensino Superior; Ensino e aprendizagem de matemática,"BISOGNIN, V.;Bisognin, Vanilde; BISOGNIN, Eleni; RAYS, Oswaldo Alonso",Primeiro
50,1213,Edmar Avellar Soares,Trabalho em Evento,2012.0,Structural and electronic properties of Graphene-covered iron and gold layers on Ni(111): evidence of coexistence of different surface structures,,Internacional,Brasil,Resumo,Português,  grafeno epitaxial; Difração de Elétrons de Baixa Energia; crescimento hetero-epitaxial,"SOARES, E. A.; ABREU, G. J. P.; Carara, S; PANIAGO, R.; CARVALHO, V. E.; CHACHAM, H.",Primeiro
160,1213,Vagner Eustaquio de Carvalho,Trabalho em Evento,2012.0,Structural and electronic properties of Graphene-covered iron and gold layers on Ni(111): evidence of coexistence of different surface structures,,Internacional,Itália,Resumo,Inglês,  Grafeno; Grafeno on Ni110,"SOARES, E. A.; ABREU, G. J. P.; CARARA, S. S.; PANIAGO, R.; CHACHAM, H.; de Carvalho, V. E.",Último
45,1217,Daniela Richter,Trabalho em Evento,2006.0,Violência Doméstica cometida contra o idoso: será o Estatuto do Idoso um sistema legal eficiente para preveni-la e combatê-la?,,Regional,Brasil,Completo,Português,,"RICHTER, Daniela; COSTA, Marli M M da; RITT, Caroline; TERRA, Rosane Barcellos; PORTO, Rosane; CASSOL, Sabrina; REIS, Suzéte da Silva",Primeiro
141,1217,Rosane Beatris Mariano da Rocha Barcellos Terra,Trabalho em Evento,2006.0,Violência doméstica cometida contra o idoso: será o Estatuto do Idoso um sistema legal eficiente para preveni-la e combatê-la?,,Regional,Brasil,Completo,Português,,"TERRA, Rosane Beatris Mariano da Rocha Barcellos; RICHTER, Daniela; COSTA, Marli Marlene Moraes da; CASSOL, Sabrina; REIS, Suzéte Silva; PORTO, Rosane Terezinha Carvalho; RITT, Caroline Fockink",Primeiro
